1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,HouseAge,RemodAge,GarageAge,TotalSF,AboveGradeSF,IsRemodeled,Has2ndFlr,HasPorch,HasDeck
848,0.0,1.0,Av,685,GLQ,163,420,Fin,848,Gd,4435,,170.0,0,5,6,848,22,21,22.0,1696.0,848.0,1,0,0,0
1269,0.0,3.0,No,374,BLQ,363,308,Unf,1269,TA,7931,70.0,0.0,0,6,5,1269,65,65,61.0,2538.0,1269.0,0,0,0,0
1092,0.0,3.0,No,170,LwQ,252,288,Unf,1092,TA,11616,,116.0,20,5,5,1092,63,63,63.0,2184.0,1092.0,0,0,0,0
1468,795.0,3.0,No,795,ALQ,0,539,Fin,2263,Gd,16659,,34.0,250,7,7,795,48,31,48.0,3058.0,2263.0,1,1,0,0
952,0.0,2.0,No,228,ALQ,724,283,Unf,952,TA,8475,,0.0,0,7,4,952,69,69,69.0,1904.0,952.0,0,0,0,0
736,716.0,2.0,No,0,Unf,736,0,,1452,TA,4456,33.0,0.0,0,5,4,736,105,17,,2188.0,1452.0,1,1,0,0
1039,0.0,3.0,Mn,841,BLQ,198,504,Unf,1039,TA,11625,75.0,0.0,0,4,5,1039,60,60,60.0,2078.0,1039.0,0,0,0,0
1204,0.0,2.0,No,866,GLQ,338,412,,1204,TA,4500,32.0,320.0,247,5,6,1204,27,27,27.0,2408.0,1204.0,0,0,0,0
1117,0.0,3.0,Av,422,ALQ,480,672,,1117,TA,7819,94.0,0.0,0,5,6,1029,49,49,49.0,2146.0,1117.0,0,0,0,0
2196,0.0,,Mn,485,ALQ,1496,701,RFn,2196,Gd,14684,90.0,234.0,70,7,7,2158,35,34,35.0,4354.0,2196.0,1,0,0,1
985,0.0,3.0,Av,595,GLQ,390,328,Unf,985,TA,8385,65.0,220.0,0,8,5,985,48,48,48.0,1970.0,985.0,0,0,0,0
1629,0.0,3.0,No,1124,GLQ,1603,880,,1629,Gd,10655,85.0,296.0,0,5,8,3206,22,21,22.0,4835.0,1629.0,1,0,0,0
877,600.0,3.0,No,0,Unf,861,216,Unf,1477,TA,6292,52.0,0.0,50,7,7,861,97,75,97.0,2338.0,1477.0,1,1,0,0
980,0.0,3.0,No,560,BLQ,420,484,Unf,980,TA,7064,71.0,153.0,0,6,5,980,48,48,39.0,1960.0,980.0,0,0,0,1
1166,1129.0,4.0,No,728,GLQ,367,590,RFn,2295,Gd,13346,,0.0,40,5,7,1095,33,25,33.0,3390.0,2295.0,1,1,0,0
900,602.0,3.0,No,0,Unf,602,180,Unf,1502,Gd,10592,55.0,0.0,0,7,6,602,102,29,102.0,2104.0,1502.0,1,1,0,0
1575,626.0,4.0,Av,0,,697,432,Unf,2201,Gd,19690,,0.0,236,7,6,697,59,59,59.0,2898.0,2201.0,0,1,0,0
1050,1028.0,3.0,No,789,GLQ,245,836,Fin,2078,Ex,10800,85.0,100.0,102,5,8,1034,18,17,17.0,3112.0,2078.0,1,1,0,0
800,0.0,1.0,No,0,Unf,264,0,,800,Fa,6120,51.0,0.0,0,3,2,264,89,75,,1064.0,800.0,1,0,0,0
1578,0.0,3.0,No,0,Unf,1573,840,,1578,Ex,9262,78.0,194.0,36,5,8,1573,17,16,17.0,3151.0,1578.0,1,0,0,0
1932,0.0,2.0,Av,1336,GLQ,596,774,Fin,1932,Ex,12444,96.0,426.0,66,5,8,1932,17,17,17.0,3864.0,1932.0,0,0,0,0
1507,0.0,4.0,No,666,ALQ,409,404,Unf,1507,TA,7910,70.0,0.0,0,5,5,1075,65,65,65.0,2582.0,1507.0,0,0,0,0
900,0.0,3.0,No,450,BLQ,432,280,Unf,900,TA,9819,,31.0,0,5,5,882,58,58,55.0,1782.0,900.0,0,0,0,0
1718,,3.0,Gd,1172,GLQ,528,786,Fin,1718,Ex,12456,96.0,230.0,48,5,10,1700,19,18,17.0,3418.0,1718.0,1,0,0,1
1089,661.0,3.0,No,0,Unf,636,240,Unf,1750,Ex,9000,50.0,0.0,0,6,5,636,145,34,88.0,2386.0,1750.0,1,1,0,0
1383,1015.0,3.0,No,719,,660,834,Fin,2398,Gd,11787,95.0,594.0,60,5,7,1379,29,28,29.0,3777.0,2398.0,1,1,0,0
774,1194.0,4.0,No,0,,774,680,Fin,1968,Ex,12003,92.0,84.0,75,5,8,774,16,15,16.0,2742.0,1968.0,1,1,0,0
1536,0.0,3.0,Av,810,GLQ,726,532,RFn,1536,Gd,9135,70.0,113.0,74,5,7,1536,23,22,23.0,3072.0,1536.0,1,0,0,0
864,0.0,2.0,No,203,Rec,661,200,Unf,864,TA,8212,45.0,0.0,0,3,3,864,111,75,87.0,1728.0,864.0,1,0,0,0
3228,0.0,,No,1231,GLQ,1969,546,,3228,Gd,12692,,0.0,75,5,8,3200,33,32,33.0,6428.0,3228.0,1,0,0,0
1518,631.0,1.0,No,1351,GLQ,83,670,RFn,2149,Gd,12822,48.0,0.0,43,5,7,1434,22,22,22.0,3583.0,2149.0,0,1,0,0
1320,1320.0,4.0,No,0,Unf,1240,864,Unf,2640,Gd,11700,65.0,0.0,0,7,7,1240,145,22,75.0,3880.0,2640.0,1,1,0,0
1682,0.0,3.0,No,0,Unf,1304,530,Unf,1682,TA,10400,80.0,288.0,0,6,7,1304,55,55,55.0,2986.0,1682.0,0,0,0,0
1038,1060.0,,Mn,0,Unf,1030,878,RFn,2098,Ex,10240,80.0,178.0,52,5,8,1030,20,20,20.0,3128.0,2098.0,0,1,0,0
864,0.0,3.0,No,553,Rec,0,360,Unf,864,TA,8281,60.0,0.0,0,5,5,864,60,60,60.0,1728.0,864.0,0,0,0,0
1168,800.0,,Av,562,,29,530,RFn,1968,TA,11075,,232.0,189,4,5,784,56,56,56.0,2752.0,1968.0,0,1,0,0
1097,,3.0,No,338,GLQ,702,480,Unf,1097,TA,9672,81.0,0.0,0,5,6,1040,41,40,39.0,2137.0,1097.0,1,0,0,0
684,512.0,3.0,Mn,0,Unf,684,528,Unf,1196,Gd,12354,67.0,0.0,46,8,6,684,105,25,20.0,1880.0,1196.0,1,1,0,0
1252,668.0,4.0,No,57,ALQ,554,451,Unf,1920,Gd,13650,,0.0,0,5,5,1052,67,67,67.0,2972.0,1920.0,0,1,0,0
1728,0.0,6.0,No,231,LwQ,1497,576,Unf,1728,TA,13101,74.0,108.0,0,5,5,1728,60,60,38.0,3456.0,1728.0,0,0,0,0
1128,903.0,3.0,No,804,GLQ,324,577,,2031,Gd,9473,75.0,,211,5,8,1128,23,23,23.0,3159.0,2031.0,0,1,0,0
1196,0.0,2.0,No,616,LwQ,580,297,RFn,1196,TA,9000,72.0,74.0,44,5,6,1196,69,69,69.0,2392.0,1196.0,0,0,0,0
803,0.0,2.0,Av,116,BLQ,604,360,Unf,803,TA,5000,50.0,0.0,0,6,5,720,84,75,84.0,1523.0,803.0,1,0,1,0
780,840.0,4.0,No,493,Rec,0,462,Fin,1620,TA,10793,80.0,263.0,0,5,5,780,56,56,56.0,2400.0,1620.0,0,1,0,0
2097,0.0,1.0,Mn,1721,,356,1134,Fin,2097,Ex,20896,49.0,0.0,267,5,8,2077,20,19,20.0,4174.0,2097.0,1,0,0,1
1869,0.0,2.0,No,0,Unf,1869,617,RFn,1869,Ex,7820,68.0,362.0,54,5,9,1869,18,18,18.0,3738.0,1869.0,0,0,0,0
956,930.0,,No,0,Unf,930,431,Fin,1886,Gd,11214,,0.0,0,5,7,930,27,26,27.0,2816.0,1886.0,1,1,0,0
480,0.0,,Av,50,BLQ,430,308,,480,TA,9000,50.0,0.0,0,3,2,480,76,75,67.0,960.0,480.0,1,0,0,0
1296,0.0,2.0,,0,,0,516,Unf,1296,TA,10791,72.0,0.0,0,5,4,0,58,58,58.0,1296.0,1296.0,0,0,0,0
816,0.0,2.0,Mn,690,ALQ,126,288,Unf,816,TA,8877,67.0,0.0,0,6,4,816,87,67,67.0,1632.0,816.0,1,0,0,0
1601,,3.0,No,704,ALQ,567,478,RFn,1601,TA,11880,82.0,206.0,0,5,7,1271,47,47,47.0,2872.0,1601.0,0,0,0,0
962,830.0,3.0,No,0,Unf,936,451,Fin,1792,TA,10261,93.0,318.0,0,5,6,936,25,25,25.0,2728.0,1792.0,0,1,0,0
1352,1168.0,5.0,No,1012,GLQ,326,796,RFn,2520,Gd,14541,,0.0,55,7,8,1338,32,32,32.0,3858.0,2520.0,0,1,0,0
1144,0.0,3.0,Av,748,,102,796,RFn,1144,TA,8163,70.0,128.0,0,6,5,1144,66,66,66.0,2288.0,1144.0,0,0,0,0
990,1611.0,4.0,No,0,Unf,612,621,RFn,2601,TA,9842,51.0,0.0,0,6,5,612,104,27,27.0,3213.0,2601.0,1,1,0,0
972,605.0,3.0,No,0,Unf,972,312,Unf,1577,Fa,6435,65.0,0.0,0,5,6,972,86,75,86.0,2549.0,1577.0,1,1,0,0
970,0.0,2.0,No,630,GLQ,340,624,Unf,970,TA,8480,80.0,0.0,24,6,5,970,62,62,29.0,1940.0,970.0,0,0,0,0
2036,0.0,3.0,Gd,1236,ALQ,80,513,RFn,2036,TA,215245,150.0,0.0,0,5,7,2136,60,60,60.0,4172.0,2036.0,0,0,0,0
1026,,3.0,No,439,GLQ,115,440,RFn,1026,Gd,7930,61.0,0.0,48,8,6,1026,56,20,56.0,2052.0,1026.0,1,0,0,0
698,0.0,2.0,No,0,Unf,698,0,,698,TA,9405,50.0,0.0,200,9,5,698,78,17,,1396.0,698.0,1,0,0,0
1533,0.0,2.0,Gd,655,ALQ,878,576,Unf,1533,Gd,70761,62.0,0.0,54,5,7,1533,50,50,50.0,3066.0,1533.0,0,0,0,0
854,0.0,2.0,No,360,Rec,360,660,,1382,TA,12358,,0.0,0,6,5,720,84,75,34.0,1574.0,854.0,1,0,0,0
1391,0.0,2.0,Mn,16,,1375,530,,1391,Gd,4282,59.0,0.0,158,5,7,1391,21,21,21.0,2782.0,1391.0,0,0,0,0
1078,0.0,2.0,Mn,49,,0,240,Unf,1078,Gd,9717,68.0,0.0,0,6,5,1078,75,29,75.0,2156.0,1078.0,1,0,1,0
1296,0.0,2.0,No,1005,GLQ,262,471,Fin,1296,Gd,6853,,136.0,25,5,8,1267,24,23,24.0,2563.0,1296.0,1,0,0,0
1442,0.0,4.0,No,608,Rec,834,301,RFn,1442,TA,9750,75.0,243.0,0,6,6,1442,67,67,67.0,2884.0,1442.0,0,0,0,0
1024,940.0,4.0,Av,0,Unf,940,0,,1964,TA,8525,55.0,0.0,192,6,5,940,114,75,,2904.0,1964.0,1,1,0,0
1502,0.0,3.0,No,0,Unf,1502,644,RFn,1502,Gd,9541,79.0,268.0,114,5,7,1502,16,16,16.0,3004.0,1502.0,0,0,0,0
1392,0.0,3.0,No,1040,Rec,352,458,RFn,1392,TA,11900,80.0,387.0,0,5,6,1392,68,68,68.0,2784.0,1392.0,0,0,0,0
1768,0.0,4.0,No,0,Unf,1768,0,,1768,TA,10778,72.0,0.0,0,5,4,1768,57,57,,3536.0,1768.0,0,0,0,0
1582,0.0,4.0,Av,812,Rec,812,390,Unf,1582,TA,36500,,621.0,198,5,5,1624,61,61,61.0,3206.0,1582.0,0,0,0,1
958,0.0,2.0,Mn,498,BLQ,460,301,RFn,958,TA,12772,,0.0,0,8,6,958,65,27,65.0,1916.0,958.0,1,0,0,0
894,0.0,2.0,Av,777,Rec,117,600,RFn,894,TA,7200,60.0,0.0,0,5,5,894,53,53,40.0,1788.0,894.0,0,0,0,0
1224,0.0,2.0,No,883,GLQ,341,402,Fin,1224,TA,4500,,425.0,304,5,6,1224,26,26,26.0,2448.0,1224.0,0,0,0,0
1742,590.0,3.0,Av,1280,GLQ,402,846,Fin,2332,Ex,12474,96.0,272.0,134,5,10,1682,18,17,17.0,4014.0,2332.0,1,1,0,0
1269,0.0,2.0,No,24,GLQ,1232,430,Fin,1269,Gd,3182,43.0,16.0,20,5,8,1256,21,20,21.0,2525.0,1269.0,1,0,0,1
1776,0.0,3.0,Gd,80,GLQ,1652,712,Fin,1776,Gd,15306,93.0,100.0,0,5,8,1732,19,18,19.0,3508.0,1776.0,1,0,0,0
728,728.0,3.0,No,0,Unf,728,390,Fin,1456,Gd,8461,65.0,0.0,24,5,6,728,20,19,20.0,2184.0,1456.0,1,1,0,0
1194,0.0,3.0,Mn,655,ALQ,0,539,Fin,1194,TA,8910,79.0,0.0,0,6,6,655,66,66,71.0,1849.0,1194.0,0,0,0,0
1008,0.0,2.0,No,643,BLQ,365,240,Unf,1008,Gd,8923,66.0,0.0,18,7,5,1008,72,19,72.0,2016.0,1008.0,1,0,0,0
1555,0.0,2.0,Av,16,GLQ,1357,430,Fin,1555,Gd,3182,43.0,16.0,20,5,7,1373,20,19,20.0,2928.0,1555.0,1,0,0,0
892,892.0,4.0,Mn,0,Unf,747,180,Unf,1784,TA,13132,96.0,0.0,40,5,5,747,111,75,111.0,2531.0,1784.0,1,1,0,0
1108,0.0,3.0,No,0,Unf,637,280,Unf,1108,Gd,7449,57.0,0.0,0,7,7,637,95,75,95.0,1745.0,1108.0,1,0,0,0
754,640.0,3.0,No,0,,384,400,Fin,1394,Gd,9735,73.0,0.0,0,5,5,384,19,18,18.0,1778.0,1394.0,1,1,0,0
980,734.0,,No,394,,586,496,Unf,1714,TA,10421,80.0,42.0,66,5,7,980,37,37,37.0,2694.0,1714.0,0,1,0,0
882,0.0,3.0,,0,,0,294,RFn,882,TA,8339,,0.0,0,7,5,0,66,66,66.0,882.0,882.0,0,0,0,0
1306,0.0,3.0,No,0,Unf,728,0,,1306,Fa,5350,55.0,0.0,0,2,3,728,85,59,,2034.0,1306.0,1,0,0,0
626,591.0,3.0,No,0,,626,288,RFn,1217,TA,10762,75.0,0.0,28,6,6,626,45,45,45.0,1843.0,1217.0,0,1,0,0
990,0.0,3.0,No,495,GLQ,495,299,Unf,990,TA,8775,65.0,0.0,64,5,5,990,31,31,29.0,1980.0,990.0,0,0,0,0
1132,1320.0,4.0,Av,0,Unf,1117,691,,2452,Gd,13418,108.0,132.0,32,5,8,1117,21,20,21.0,3569.0,2452.0,1,1,0,0
848,0.0,1.0,Av,685,GLQ,163,420,,848,Gd,4435,,170.0,0,5,6,848,22,22,22.0,1696.0,848.0,0,0,0,0
697,672.0,3.0,No,551,BLQ,121,300,,1369,TA,6629,54.0,0.0,0,6,6,672,100,75,95.0,2041.0,1369.0,1,1,0,0
1218,0.0,2.0,No,27,GLQ,1191,676,Fin,1218,Gd,7862,75.0,0.0,102,5,6,1218,16,16,16.0,2436.0,1218.0,0,0,0,0
1423,748.0,3.0,No,0,Unf,588,672,Fin,2555,TA,11526,79.0,0.0,0,7,6,588,103,31,32.0,2759.0,2171.0,1,1,0,0
1247,0.0,1.0,No,1039,GLQ,208,550,Fin,1247,Gd,3316,37.0,0.0,84,5,8,1247,20,20,20.0,2494.0,1247.0,0,0,0,0
1542,1330.0,4.0,No,896,ALQ,434,619,Fin,2872,TA,12227,,424.0,282,7,6,1330,48,30,48.0,4202.0,2872.0,1,1,0,1
1652,0.0,2.0,Gd,1480,GLQ,120,482,,1652,Gd,5587,64.0,186.0,53,5,8,1600,17,17,17.0,3252.0,1652.0,0,0,0,1
1844,0.0,3.0,No,705,BLQ,1139,546,RFn,1844,TA,11751,105.0,480.0,122,6,6,1844,48,48,48.0,3688.0,1844.0,0,0,0,0
1113,858.0,3.0,Mn,341,GLQ,772,689,RFn,1971,Gd,9675,75.0,0.0,48,5,7,1113,20,20,20.0,3084.0,1971.0,0,1,0,0
1007,793.0,3.0,No,0,Unf,982,463,Fin,1800,TA,8123,60.0,16.0,63,5,6,982,25,25,25.0,2782.0,1800.0,0,1,0,1
1062,887.0,3.0,No,750,GLQ,300,574,Fin,1949,Gd,9938,80.0,246.0,90,5,7,1050,32,31,32.0,2999.0,1949.0,1,1,0,0
630,0.0,1.0,Av,150,LwQ,0,0,,630,TA,1491,21.0,0.0,24,6,4,630,53,53,,1260.0,630.0,0,0,0,0
1494,0.0,,Mn,922,GLQ,572,530,RFn,1494,Gd,12803,88.0,99.0,36,5,7,1494,23,23,23.0,2988.0,1494.0,0,0,0,0
600,,,No,0,Unf,600,0,,968,TA,5925,50.0,0.0,0,6,3,600,115,75,,1200.0,600.0,1,0,0,0
1274,0.0,3.0,No,925,GLQ,349,508,,1274,Gd,8814,68.0,80.0,98,5,7,1274,20,18,20.0,2548.0,1274.0,1,0,0,0
1520,0.0,3.0,Av,674,BLQ,350,364,RFn,1520,TA,9600,80.0,164.0,0,6,6,1156,70,53,70.0,2676.0,1520.0,1,0,0,0
1285,0.0,3.0,No,0,Unf,660,528,RFn,1285,TA,8197,71.0,148.0,0,5,6,660,48,48,48.0,1945.0,1285.0,0,0,0,0
807,702.0,3.0,No,0,Unf,783,393,Fin,1509,Gd,7875,63.0,0.0,75,5,7,783,22,22,22.0,2292.0,1509.0,0,1,0,0
1142,793.0,3.0,No,0,Unf,793,550,RFn,1935,TA,12384,,233.0,113,7,7,793,49,49,49.0,2728.0,1935.0,0,1,0,0
816,0.0,3.0,Av,816,GLQ,0,0,,816,TA,11841,81.0,104.0,32,5,6,816,35,35,,1632.0,816.0,0,0,0,0
1200,0.0,2.0,No,833,,343,555,RFn,1200,Gd,10083,67.0,,41,5,7,1176,22,22,22.0,2376.0,1200.0,0,0,0,0
997,,4.0,No,0,Unf,941,548,Unf,1470,TA,8172,60.0,0.0,0,6,4,941,71,53,67.0,1938.0,997.0,1,0,0,0
1656,0.0,3.0,Gd,639,BLQ,441,528,Fin,1656,TA,31770,141.0,112.0,62,5,6,1080,65,65,65.0,2736.0,1656.0,0,0,0,0
792,0.0,2.0,No,0,Unf,768,240,Unf,792,Gd,9022,52.0,0.0,0,8,5,768,101,19,101.0,1560.0,792.0,1,0,0,0
1694,0.0,3.0,No,0,Unf,1694,818,Fin,1694,Gd,12030,93.0,254.0,228,5,8,1694,18,18,18.0,3388.0,1694.0,0,0,0,0
1800,0.0,3.0,Gd,1274,GLQ,526,765,Fin,1800,Gd,14331,85.0,630.0,78,5,8,1800,23,23,23.0,3600.0,1800.0,0,0,0,0
1422,915.0,5.0,No,0,Unf,662,560,Unf,2337,TA,13600,85.0,0.0,57,5,5,662,125,75,80.0,2999.0,2337.0,1,1,0,0
1168,678.0,3.0,Mn,196,Rec,844,315,Unf,1846,TA,10496,78.0,320.0,0,6,6,1040,76,75,76.0,2886.0,1846.0,1,1,0,0
1026,0.0,3.0,Gd,505,GLQ,0,576,Unf,1026,TA,10970,,0.0,0,6,6,940,47,47,44.0,1966.0,1026.0,0,0,0,0
904,0.0,3.0,No,0,Unf,876,408,Unf,904,TA,7162,,41.0,0,7,5,876,59,59,59.0,1780.0,904.0,0,0,0,0
1126,0.0,3.0,No,936,ALQ,190,484,RFn,1126,TA,17400,80.0,0.0,41,5,5,1126,48,48,48.0,2252.0,1126.0,0,0,0,0
1136,1332.0,4.0,Av,970,GLQ,166,872,,2468,Gd,12099,99.0,388.0,154,5,8,1136,21,21,21.0,3604.0,2468.0,0,1,0,0
988,0.0,1.0,Gd,938,ALQ,0,540,Unf,988,TA,21453,,0.0,130,5,6,938,56,56,56.0,1926.0,988.0,0,0,0,0
1052,0.0,3.0,Av,1016,,36,288,RFn,1052,TA,8400,70.0,168.0,0,5,5,1052,57,57,57.0,2104.0,1052.0,0,0,0,1
572,524.0,2.0,No,0,Unf,572,0,,1096,TA,9600,60.0,0.0,8,5,6,572,101,75,,1668.0,1096.0,1,1,0,0
1141,0.0,3.0,No,0,Unf,1141,484,Unf,1141,TA,13072,63.0,0.0,0,5,6,1141,20,20,20.0,2282.0,1141.0,0,0,0,0
1012,778.0,4.0,No,247,Rec,485,484,RFn,1790,TA,10400,80.0,288.0,0,5,6,732,53,53,53.0,2522.0,1790.0,0,1,0,0
1004,848.0,3.0,Mn,668,GLQ,336,660,Fin,1852,Gd,9066,73.0,320.0,106,5,8,1004,26,25,26.0,2856.0,1852.0,1,1,0,0
520,0.0,2.0,Av,490,GLQ,30,0,,754,TA,6780,60.0,0.0,0,8,6,520,90,43,,1040.0,520.0,1,0,0,0
624,720.0,4.0,No,0,Unf,624,513,Unf,1344,TA,4571,34.0,0.0,0,5,5,624,109,75,109.0,1968.0,1344.0,1,1,0,0
2207,0.0,3.0,Gd,912,GLQ,1035,576,RFn,2207,TA,19900,,287.0,0,5,7,1947,55,36,55.0,4154.0,2207.0,1,0,0,0
1307,1051.0,5.0,No,0,Unf,907,360,,2358,TA,45600,75.0,0.0,40,8,6,907,117,28,117.0,3265.0,2358.0,1,1,0,0
1175,1540.0,4.0,No,575,GLQ,487,831,Fin,2715,Gd,8963,,289.0,204,9,8,1142,49,29,31.0,3857.0,2715.0,1,1,0,0
1364,0.0,2.0,Av,659,GLQ,705,484,RFn,1364,Gd,7052,43.0,240.0,36,5,7,1364,20,20,20.0,2728.0,1364.0,0,0,0,0
1253,0.0,3.0,No,0,Unf,1237,402,Fin,1253,TA,7875,63.0,38.0,21,5,7,1237,30,29,30.0,2490.0,1253.0,1,0,0,0
1328,0.0,3.0,No,569,ALQ,678,528,Unf,1328,TA,9790,,451.0,26,5,6,1328,62,62,62.0,2656.0,1328.0,0,0,0,0
1422,0.0,3.0,No,0,Unf,978,286,RFn,1422,TA,12342,,0.0,0,5,5,978,65,47,65.0,2400.0,1422.0,1,0,0,0
1186,800.0,3.0,No,454,BLQ,314,486,Unf,1986,TA,13600,85.0,176.0,42,6,7,768,60,35,60.0,2754.0,1986.0,1,1,0,0
952,0.0,2.0,No,0,Unf,952,192,Unf,952,Fa,8854,,0.0,98,6,6,952,109,75,109.0,1904.0,952.0,1,0,0,0
1660,0.0,3.0,Mn,1220,GLQ,440,500,RFn,1660,Gd,10182,85.0,420.0,50,5,8,1660,19,19,19.0,3320.0,1660.0,0,0,0,0
2234,0.0,1.0,No,1904,GLQ,312,1166,Fin,2234,Ex,17423,63.0,748.0,60,5,9,2216,17,16,16.0,4450.0,2234.0,1,0,0,0
790,0.0,2.0,Mn,384,,384,160,Unf,790,TA,6292,52.0,0.0,141,5,6,768,95,75,100.0,1558.0,790.0,1,0,0,0
1340,0.0,3.0,Av,24,GLQ,1316,396,Fin,1340,Gd,8899,73.0,0.0,30,5,7,1340,18,18,18.0,2680.0,1340.0,0,0,0,0
1610,0.0,3.0,Mn,1200,ALQ,410,480,RFn,1610,Gd,10603,,28.0,68,7,6,1610,48,24,48.0,3220.0,1610.0,1,0,0,0
1361,1259.0,4.0,No,498,GLQ,652,600,RFn,2620,TA,18890,,1.0,24,5,5,1361,48,48,48.0,3981.0,2620.0,0,1,1,0
1248,0.0,2.0,Av,16,GLQ,1232,438,Fin,1248,Gd,3010,43.0,16.0,0,5,7,1248,20,19,20.0,2496.0,1248.0,1,0,0,0
912,0.0,3.0,Mn,832,GLQ,80,288,,912,Gd,6768,65.0,0.0,0,8,6,912,64,29,63.0,1824.0,912.0,1,0,0,0
943,,3.0,Gd,828,GLQ,115,472,Fin,1638,TA,9042,59.0,0.0,38,5,6,943,27,27,27.0,1886.0,943.0,0,0,0,0
1622,0.0,3.0,Av,1159,BLQ,90,1356,Fin,1622,TA,32463,,149.0,0,4,4,1249,64,50,50.0,2871.0,1622.0,1,0,0,0
1436,884.0,3.0,No,774,ALQ,104,180,Unf,2320,Gd,7259,61.0,0.0,0,8,6,1028,80,23,80.0,3348.0,2320.0,1,1,0,0
1144,0.0,3.0,No,572,Rec,572,456,Unf,1144,TA,7875,75.0,136.0,0,6,5,1144,64,64,64.0,2288.0,1144.0,0,0,0,0
848,672.0,3.0,No,182,Rec,611,281,Unf,1520,TA,4500,55.0,0.0,0,5,5,793,93,25,57.0,2313.0,1520.0,1,1,0,0
1516,0.0,3.0,No,196,Rec,975,472,RFn,1516,TA,10004,100.0,180.0,0,6,6,1516,61,61,61.0,3032.0,1516.0,0,0,0,0
1498,0.0,2.0,Mn,0,Unf,1498,675,,1498,Gd,8990,73.0,0.0,33,5,7,1498,19,19,19.0,2996.0,1498.0,0,0,0,1
804,1157.0,3.0,No,690,ALQ,114,560,Fin,1961,Gd,12209,71.0,0.0,192,5,6,804,24,23,24.0,2765.0,1961.0,1,1,0,0
728,728.0,3.0,No,0,Unf,728,440,Fin,1456,Gd,11103,85.0,0.0,0,5,7,728,19,19,19.0,2184.0,1456.0,0,1,0,0
1207,1196.0,,Mn,0,Unf,1032,349,Unf,2403,TA,24090,,0.0,0,7,7,1032,85,75,85.0,3435.0,2403.0,1,1,0,0
1944,0.0,3.0,Gd,1274,,622,708,Fin,1944,Ex,12378,90.0,0.0,175,5,9,1896,22,21,22.0,3840.0,1944.0,1,0,0,0
1368,0.0,2.0,No,0,Unf,1368,474,RFn,1368,Gd,6955,48.0,94.0,35,5,7,1368,20,19,20.0,2736.0,1368.0,1,0,0,0
882,908.0,3.0,No,633,GLQ,240,588,RFn,1790,Gd,9179,68.0,158.0,88,5,7,873,26,26,26.0,2663.0,1790.0,0,1,0,0
1476,1237.0,3.0,Av,1330,GLQ,122,858,Fin,2713,Ex,14948,67.0,268.0,66,5,9,1452,17,17,17.0,4165.0,2713.0,0,1,0,0
720,551.0,,No,0,Unf,720,312,,1271,TA,21286,115.0,0.0,0,5,5,720,77,75,77.0,1991.0,1271.0,1,1,0,0
1872,,3.0,Av,929,GLQ,916,604,,1872,TA,10400,80.0,102.0,39,5,7,1845,37,37,37.0,3717.0,1872.0,0,0,0,1
1190,900.0,3.0,Mn,828,GLQ,180,577,Fin,2090,Gd,5062,,0.0,0,5,7,1190,41,41,41.0,3280.0,2090.0,0,1,0,0
882,914.0,3.0,Mn,706,GLQ,88,546,RFn,1796,TA,9531,,0.0,36,5,6,794,27,27,27.0,2590.0,1796.0,0,1,0,0
1302,0.0,3.0,Av,0,Unf,1302,436,Fin,1302,Gd,8993,73.0,0.0,22,5,7,1302,18,18,18.0,2604.0,1302.0,0,0,0,0
2524,0.0,4.0,No,1104,ALQ,1420,542,Fin,2524,Gd,9600,80.0,0.0,120,5,8,2524,44,44,44.0,5048.0,2524.0,0,0,0,0
840,534.0,2.0,No,315,ALQ,420,338,Fin,1374,TA,5400,90.0,0.0,0,6,4,840,105,75,58.0,2214.0,1374.0,1,1,0,0
764,862.0,2.0,No,567,GLQ,197,474,RFn,1626,Gd,2268,36.0,106.0,27,5,7,764,22,21,22.0,2390.0,1626.0,1,1,0,0
735,299.0,2.0,No,0,,735,240,Unf,1034,TA,10134,60.0,0.0,39,6,5,735,85,75,85.0,1769.0,1034.0,1,1,0,0
1518,,1.0,Gd,1218,GLQ,300,588,RFn,1518,Ex,12677,62.0,472.0,140,5,8,1518,22,21,22.0,3036.0,1518.0,1,0,0,1
1226,592.0,4.0,No,224,LwQ,816,240,,1818,TA,7758,,600.0,0,4,7,1040,94,75,74.0,2858.0,1818.0,1,1,0,0
1661,0.0,3.0,No,0,Unf,1649,598,RFn,1661,Gd,12137,48.0,442.0,34,5,7,1649,27,27,27.0,3310.0,1661.0,0,0,0,0
1096,895.0,3.0,Mn,297,Rec,0,432,Unf,1991,TA,11275,,480.0,0,7,6,854,93,75,48.0,2845.0,1991.0,1,1,0,0
832,650.0,3.0,No,624,ALQ,26,324,Unf,1482,TA,9000,50.0,0.0,0,9,7,650,105,37,95.0,2132.0,1482.0,1,1,0,0
1742,0.0,2.0,Gd,1148,GLQ,594,564,RFn,1742,Gd,6563,,0.0,28,5,8,1742,40,40,40.0,3484.0,1742.0,0,0,0,0
686,564.0,3.0,No,0,Unf,686,280,,1250,Fa,8248,45.0,0.0,0,7,5,686,107,75,70.0,1936.0,1250.0,1,1,0,0
